date,GMX,GMVX,GMX_full,GMVX_full,position_combined
2010-12-17,-1.0709093921924178,-0.2665853149179805,-0.7995425888023923,0.10529998880826237,0.0
2010-12-24,-1.0758901544731918,-0.2738458295586057,-0.8932158730037197,0.04883017063042939,0.0
2010-12-31,-0.8472452013776196,-0.2515544913068027,-0.8179405507275025,0.05918337060925814,0.0
2011-01-07,-1.0057402493095737,-0.25447475623670085,-0.9081573973639145,0.05136385204966712,0.0
2011-01-14,-0.8674285184181956,-0.500004348903226,-0.8334690937271404,-0.19655425499524987,0.0
2011-01-21,-1.1395769038110535,-0.6939612446642398,-1.069025833890511,-0.4692157787135279,0.0
2011-01-28,-1.068978517926329,-0.9015459502270091,-0.9567699866913179,-0.6548778676123672,0.0
2011-02-04,-1.0646433268000406,-0.7716284843053435,-1.1011854021902943,-0.5975374801075861,0.0
2011-02-11,-1.5175245265484292,-0.6335429108226404,-1.427428381868814,-0.5124077431574876,0.0
2011-02-18,-1.6893577943722153,-0.3105471934711702,-1.498598192615523,-0.15644469688210635,0.0
2011-02-25,-2.145969312938024,-0.15289502820443837,-1.8941388511246484,-0.07879496315482738,0.0
2011-03-04,-1.7570312129240149,0.007534049438006923,-1.635311602484879,0.14358173374243424,1.0
2011-03-11,-2.1872155918366243,-0.22346044320383288,-1.977673141092464,-0.18529660230177464,0.0
2011-03-18,-2.167954793088357,-0.2184078939887247,-2.1208690360421367,-0.26627423229678104,0.0
2011-03-25,-1.8216145100015075,-0.20515153503162994,-1.9123853147987868,-0.22982906522199822,0.0
2011-04-01,-2.1873610891426454,-0.2859099249850773,-2.147960558025651,-0.3451936953403814,0.0
2011-04-08,-1.1966543588971175,0.07470181018079669,-1.4741042563366995,0.1741040193251549,1.0
2011-04-15,-1.248319017149016,-0.11686929039482269,-1.4399359884052236,-0.009103850691117008,0.0
2011-04-22,-1.534745313690327,-0.07490588730709807,-1.5874535427684444,-0.005105712813383176,0.0
2011-04-29,-2.0092649446939914,-0.13992706632069402,-1.9448817823725724,-0.16909873424030702,0.0
2011-05-06,-2.9302152733236406,-0.19701640061383519,-2.5112251227494435,-0.37846845188333783,0.0
2011-05-13,-2.5396004759435247,0.07568592845607214,-2.3025182816353773,-0.04409447631415659,1.0
2011-05-20,-2.7311440938072855,-0.2067500259803151,-2.4158774599509596,-0.36216822001232196,0.0
2011-05-27,-2.040742876589086,-0.2463667187448394,-1.930088902084224,-0.2692317183871052,0.0
2011-06-03,-1.4127956702619215,-0.6741252528358228,-1.5408730947652935,-0.6032165211599373,0.0
2011-06-10,-1.498412955753113,-0.9606680649777343,-1.357446023027708,-0.8665208960124544,0.0
2011-06-17,-0.7291300166880951,-0.9073107175439886,-0.7363726396828167,-0.6234455574087051,0.0
2011-06-24,-0.4991458697633122,-0.6079020909403807,-0.4814918353917069,-0.26950493353087784,0.0
2011-07-01,0.4496002361603264,0.030753435067506052,0.2818601357694599,0.6094953347747127,1.0
2011-07-08,0.940540899045097,0.6446451182621697,0.5379973855816931,1.32061215453123,0.0
2011-07-15,0.9572455562181796,0.9320504826705014,0.5424861927015502,1.6084507325959303,0.0
2011-07-22,1.1555420660194922,0.8903999798969384,0.7261514967500714,1.635858267657109,0.0
2011-07-29,0.9777403416077515,0.8389493345536634,0.4880181146657108,1.5033983763300762,0.0
2011-08-05,0.3584384877027629,0.5465359884546551,0.11645319846500554,1.0424300086815088,1.0
